Die Hard: With a Vengeance,3.5
"Doom Generation, The",2.9
Feast of July,3.2
First Knight,3.1
Free Willy 2: The Adventure Home,2.3
Hackers,3.2
Jeffrey,3.6
Johnny Mnemonic,2.8
Judge Dredd,2.6
Jury Duty,2.4
Kids,3.5
Living in Oblivion,3.8
Lord of Illusions,2.9
Love & Human Remains,3.4
Mad Love,2.7
Mallrats,3.6
Mighty Morphin Power Rangers: The Movie,2.0
Moonlight and Valentino,3.1
Mute Witness,3.3
Nadja,3.1
"Net, The",3.1
Nine Months,2.9
Party Girl,3.5
"Prophecy, The",3.3
Reckless,3.0
Safe,3.6
"Scarlet Letter, The",2.7
The Show,3.0
Showgirls,2.3
Smoke,3.8
Something to Talk About,3.1
Species,2.8
"Stars Fell on Henrietta, The",3.1
Strange Days,3.4
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",3.8
"Tie That Binds, The",2.8
Three Wishes,3.0
Total Eclipse,3.1
"To Wong Foo, Thanks for Everything! Julie Newmar",3.2
Under Siege 2: Dark Territory,2.9
Unstrung Heroes,3.5
Unzipped,3.5
"Walk in the Clouds, A",3.4
Waterworld,2.9
White Man's Burden,2.8
Wild Bill,2.9
"Browning Version, The",3.6
Bushwhacked,2.6
Burnt by the Sun (Utomlyonnye solntsem),4.0
Before the Rain (Pred dozhdot),4.0
Before Sunrise,3.9
Billy Madison,3.3
"Babysitter, The",2.7
Boys on the Side,3.3
"Cure, The",3.6
Castle Freak,2.5
Circle of Friends,3.5
Clerks,3.8
Don Juan DeMarco,3.4
Disclosure,3.3
Dream Man,2.7
Drop Zone,3.1
Destiny Turns on the Radio,2.7
Death and the Maiden,3.6
Dolores Claiborne,3.6
Dumb & Dumber (Dumb and Dumber),3.0
Eat Drink Man Woman (Yin shi nan nu),4.0
Exotica,3.5
Exit to Eden,2.7
Ed Wood,3.7
French Kiss,3.3
Forget Paris,3.2
Far From Home: The Adventures of Yellow Dog,3.2
"Goofy Movie, A",3.1
Hideaway,2.9
Fluke,3.0
Farinelli: il castrato,3.4
Gordy,2.5
Gumby: The Movie,2.4
The Glass Shield,3.0
Hoop Dreams,4.0
Heavenly Creatures,3.8
Houseguest,3.0
Immortal Beloved,3.7
Heavyweights (Heavy Weights),3.1
"Hunted, The",3.0
I.Q.,3.2
Interview with the Vampire: The Vampire Chronicles,3.5
Jefferson in Paris,2.9
"Jerky Boys, The",2.3
Junior,2.7
Just Cause,3.4
"Kid in King Arthur's Court, A",2.6
Kiss of Death,3.1
Star Wars: Episode IV - A New Hope,4.1
Little Women,3.6
"Little Princess, A",3.8
Ladybird Ladybird,3.7
"Enfer, L'",3.3
Like Water for Chocolate (Como agua para chocolate),3.9
Legends of the Fall,3.5
Major Payne,2.9
Little Odessa,3.3
My Crazy Life (Mi vida loca),3.5
Love Affair,3.2
Losing Isaiah,3.3
"Madness of King George, The",3.7
Mary Shelley's Frankenstein (Frankenstein),3.1
Man of the House,2.8
Mixed Nuts,2.7
Milk Money,3.0
Miracle on 34th Street,3.4
Miami Rhapsody,3.0
My Family,3.7
Murder in the First,3.7
Nobody's Fool,3.7
Nell,3.4
New Jersey Drive,3.1
New York Cop (Nyû Yôku no koppu),2.8
Beyond Bedlam,2.4
Nemesis 2: Nebula,2.0
Nina Takes a Lover,3.2
Natural Born Killers,3.3
Only You,3.4
Once Were Warriors,4.0
Outbreak,3.4
Léon: The Professional (a.k.a. The Professional) (Léon),4.1
"Perez Family, The",3.2
"Pyromaniac's Love Story, A",2.8
Pulp Fiction,4.2
Panther,3.1
Pushing Hands (Tui shou),3.5
Priest,3.7
Quiz Show,3.7
Picture Bride (Bijo photo),3.5
"Queen Margot (Reine Margot, La)",3.7
"Quick and the Dead, The",3.0
Roommates,3.2
Ready to Wear (Pret-A-Porter),2.7
Three Colors: Red (Trois couleurs: Rouge),4.1
Three Colors: Blue (Trois couleurs: Bleu),4.0
Three Colors: White (Trzy kolory: Bialy),3.9
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",3.6
Rent-a-Kid,2.8
Relative Fear,2.7
Stuart Saves His Family,2.6
"Swan Princess, The",3.1
"Secret of Roan Inish, The",3.8
"Specialist, The",2.9
Stargate,3.4
"Santa Clause, The",3.1
"Shawshank Redemption, The",4.4
Shallow Grave,3.7
Suture,3.3
Strawberry and Chocolate (Fresa y chocolate),3.8
Swimming with Sharks,3.7
"Sum of Us, The",3.7
National Lampoon's Senior Trip,2.6
To Live (Huozhe),4.1
Tank Girl,2.8
Tales from the Crypt Presents: Demon Knight,3.2
Star Trek: Generations,3.3
Tales from the Hood,2.8
Tom & Viv,3.3
Village of the Damned,2.8
Tommy Boy,3.4
Vanya on 42nd Street,3.8
Underneath,3.2
"Walking Dead, The",2.9
What's Eating Gilbert Grape,3.7
Virtuosity,3.0
While You Were Sleeping,3.5
"War, The",3.4
Double Happiness,3.6
Muriel's Wedding,3.5
"Baby-Sitters Club, The",2.7
Ace Ventura: Pet Detective,3.0
"Adventures of Priscilla, Queen of the Desert, The",3.6
Backbeat,3.4
Bitter Moon,3.5
Bullets Over Broadway,3.7
Clear and Present Danger,3.7
"Client, The",3.5
"Corrina, Corrina",3.3
Crooklyn,3.3
"Crow, The",3.5
Cobb,3.1
"Flintstones, The",2.4
Forrest Gump,4.1
Four Weddings and a Funeral,3.6
Higher Learning,3.2
I Like It Like That,3.3
I Love Trouble,2.7
It Could Happen to You,3.3
"Jungle Book, The",3.4
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",4.0
"Lion King, The",3.8
Little Buddha,3.2
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",3.0
"Mask, The",3.2
Maverick,3.4
Mrs. Parker and the Vicious Circle,3.3
Naked Gun 33 1/3: The Final Insult,3.0
"Paper, The",3.3
Reality Bites,3.3
Red Rock West,3.8
Richie Rich,2.4
Safe Passage,3.3
"River Wild, The",3.3
Speed,3.5
Speechless,3.1
Timecop,2.7
True Lies,3.5
When a Man Loves a Woman,3.4
Wolf,3.0
Wyatt Earp,3.2
Bad Company,3.0
"Man of No Importance, A",3.6
S.F.W.,2.8
"Low Down Dirty Shame, A",2.7
Boys Life,3.6
"Colonel Chabert, Le",3.5
Faster Pussycat! Kill! Kill!,3.4
Jason's Lyric,3.2
"Secret Adventures of Tom Thumb, The",3.3
Street Fighter,1.9
Coldblooded,3.3
Desert Winds,2.9
Fall Time,2.5
"Fear, The",2.2
Frank and Ollie,3.4
Girl in the Cadillac,2.3
Homage,2.6
Mirage,3.0
Open Season,2.9
Two Crimes (Dos crímenes),2.4
Brother Minister: The Assassination of Malcolm X,3.3
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),2.5
Federal Hill,3.1
In the Mouth of Madness,3.3
8 Seconds,3.2
Above the Rim,3.0
Addams Family Values,3.0
Martin Lawrence: You So Crazy,2.8
"Age of Innocence, The",3.6
Airheads,2.8
"Air Up There, The",2.6
Another Stakeout,2.8
Bad Girls,2.7
Barcelona,3.5
Being Human,2.7
"Beverly Hillbillies, The",2.5
Beverly Hills Cop III,2.8
Black Beauty,3.3
Blink,3.2
Blown Away,3.0
Blue Chips,2.7
Blue Sky,3.5
Body Snatchers,3.1
Boxing Helena,2.5
"Bronx Tale, A",3.8
Cabin Boy,2.4
Calendar Girl,2.3
Carlito's Way,3.7
City Slickers II: The Legend of Curly's Gold,2.7
Clean Slate,2.9
Cliffhanger,3.1
Coneheads,2.6
Color of Night,2.6
Cops and Robbersons,2.6
"Cowboy Way, The",2.7
Dangerous Game,2.7
Dave,3.6
Dazed and Confused,3.7
Demolition Man,3.1
"Endless Summer 2, The",3.3
Even Cowgirls Get the Blues,2.4
Fatal Instinct,2.9
Farewell My Concubine (Ba wang bie ji),3.9
"Favor, The",2.5
Fearless,3.5
Fear of a Black Hat,3.5
With Honors,3.3
Flesh and Bone,3.0
Widows' Peak,3.6
For Love or Money,3.1
"Firm, The",3.5
Free Willy,2.6
Fresh,3.8
"Fugitive, The",4.0
Geronimo: An American Legend,3.1
"Getaway, The",2.8
Getting Even with Dad,2.4
Go Fish,3.3
"Good Man in Africa, A",2.6
Guilty as Sin,2.8
Hard Target,2.9
Heaven & Earth,3.3
Hot Shots! Part Deux,2.9
Live Nude Girls,3.4
"Englishman Who Went Up a Hill But Came Down a Mountain, The",3.3
"House of the Spirits, The",3.3
House Party 3,2.1
"Hudsucker Proxy, The",3.7
I'll Do Anything,2.9
In the Army Now,2.3
In the Line of Fire,3.7
In the Name of the Father,3.9
"Inkwell, The",3.0
What's Love Got to Do with It?,3.5
Jimmy Hollywood,2.4
Judgment Night,2.9
Jurassic Park,3.7
Kalifornia,3.3
Killing Zoe,3.4
King of the Hill,3.8
Lassie,2.8
Last Action Hero,2.8
Life with Mikey,2.7
Lightning Jack,2.6
M. Butterfly,3.4
Made in America,2.8
Malice,3.4
"Man Without a Face, The",3.4
Manhattan Murder Mystery,3.7
Menace II Society,3.6
Executive Decision,3.4
In the Realm of the Senses (Ai no corrida),3.4
What Happened Was...,3.3
Much Ado About Nothing,3.9
Mr. Jones,2.8
Mr. Wonderful,2.8
Mrs. Doubtfire,3.4
Naked,3.8
"Next Karate Kid, The",2.3
"New Age, The",3.1
No Escape,3.0
North,2.5
Orlando,3.5
"Perfect World, A",3.5
Philadelphia,3.8
"Piano, The",3.7
Poetic Justice,2.8
"Program, The",3.1
"Puppet Masters, The",2.9
Radioland Murders,3.0
"Ref, The",3.4
"Remains of the Day, The",3.9
Renaissance Man,3.1
Rising Sun,3.1
"Road to Wellville, The",2.7
RoboCop 3,2.2
Robin Hood: Men in Tights,3.1
Romeo Is Bleeding,3.3
Romper Stomper,3.5
Ruby in Paradise,3.6
Rudy,3.5
"Saint of Fort Washington, The",3.4
"Savage Nights (Nuits fauves, Les)",3.2
Schindler's List,4.2
"Scout, The",2.8
Searching for Bobby Fischer,3.8
Second Best,3.1
"Secret Garden, The",3.5
Serial Mom,3.1
"Shadow, The",2.9
Shadowlands,3.9
Short Cuts,3.8
"Simple Twist of Fate, A",3.3
Sirens,3.2
Six Degrees of Separation,3.7
Sleepless in Seattle,3.5
Sliver,2.7
Blade Runner,4.1
Son in Law,2.9
So I Married an Axe Murderer,3.2
Striking Distance,2.9
Super Mario Bros.,2.1
Surviving the Game,2.8
Terminal Velocity,2.9
Thirty-Two Short Films About Glenn Gould,3.9
Threesome,3.1
"Nightmare Before Christmas, The",3.7
"Three Musketeers, The",3.2
Tombstone,3.7
Trial by Jury,3.1
True Romance,3.8
"War Room, The",4.0
"Pagemaster, The",2.9
"Paris, France",3.0
"Beans of Egypt, Maine, The",3.0
Killer (Bulletproof Heart),3.4
Welcome to the Dollhouse,3.8
Germinal,3.5
Chasers,2.4
Cronos,3.2
Naked in New York,2.8
Kika,3.3
Bhaji on the Beach,3.5
Little Big League,2.9
"Slingshot, The (Kådisbellan)",3.4
"Wedding Gift, The",3.6
Foreign Student,2.6
"Ciao, Professore! (Io speriamo che me la cavo)",3.4
Spanking the Monkey,3.3
"Little Rascals, The",3.0
Fausto,2.5
Andre,2.8
"Escort, The (Scorta, La)",3.0
Princess Caraboo,3.0
"Celluloid Closet, The",4.0
Métisse (Café au Lait),3.3
Dear Diary (Caro Diario),3.6
I Don't Want to Talk About It (De eso no se habla),3.1
"Brady Bunch Movie, The",2.6
Home Alone,3.2
Ghost,3.4
Aladdin,3.7
Terminator 2: Judgment Day,4.0
Dances with Wolves,3.7
Tough and Deadly,2.1
Batman,3.4
"Silence of the Lambs, The",4.2
Snow White and the Seven Dwarfs,3.6
Beauty and the Beast,3.7
Pinocchio,3.4
Pretty Woman,3.4
Window to Paris (Okno v Parizh),3.6
"Wild Bunch, The",3.9
Love and a .45,3.0
"Wooden Man's Bride, The (Yan shen)",3.4
"Great Day in Harlem, A",4.0
"Bye Bye, Love",2.9
Criminals,2.7
One Fine Day,3.3
Candyman: Farewell to the Flesh,2.6
Century,2.8
Fargo,4.1
Homeward Bound II: Lost in San Francisco,3.0
Heavy Metal,3.4
Hellraiser: Bloodline,2.5
"Pallbearer, The",2.7
Jane Eyre,3.6
Loaded,3.1
Bread and Chocolate (Pane e cioccolata),3.9
"Aristocats, The",3.4
"Flower of My Secret, The (La flor de mi secreto)",3.6
Two Much,2.8
Ed,2.6
Scream of Stone (Cerro Torre: Schrei aus Stein),3.3
My Favorite Season,3.6
"Modern Affair, A",3.3
Asfour Stah,3.2
"Thin Line Between Love and Hate, A",2.9
"Last Supper, The",3.5
Primal Fear,3.8
Rude,3.1
Carried Away,3.4
All Dogs Go to Heaven 2,2.8
Land and Freedom (Tierra y libertad),3.9
Denise Calls Up,3.4
Theodore Rex,2.2
"Family Thing, A",3.6
Frisk,2.9
Sgt. Bilko,2.8
Jack and Sarah,3.3
Girl 6,2.9
Diabolique,3.0
"Little Indian, Big City (Un indien dans la ville)",2.5
Roula,1.8
Peanuts - Die Bank zahlt alles,2.4
Happy Weekend,2.5
Nelly & Monsieur Arnaud,3.6
Courage Under Fire,3.5
Mission: Impossible,3.4
Cold Fever (Á köldum klaka),3.7
Moll Flanders,3.5
"Superweib, Das",2.5
"301, 302 (301/302)",3.1
Dragonheart,3.2
And Nobody Weeps for Me (Und keiner weint mir nach),3.0
My Mother's Courage (Mutters Courage),2.4
Eddie,2.9
Yankee Zulu,2.6
Billy's Holiday,3.1
Purple Noon (Plein soleil),3.8
August,3.0
James and the Giant Peach,3.3
Fear,3.3
Kids in the Hall: Brain Candy,3.4
Faithful,3.0
Underground,4.0
All Things Fair (Lust och fägring stor),3.4
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),2.6
Song of the Little Road (Pather Panchali),4.1
"World of Apu, The (Apur Sansar)",4.1
Mystery Science Theater 3000: The Movie,3.7
Tarantella,2.4
Space Jam,2.8
Barbarella,3.0
Hostile Intentions,2.3
They Bite,2.5
Some Folks Call It a Sling Blade,4.1
"Run of the Country, The",3.4
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",3.5
Coup de torchon (Clean Slate),3.6
Tigrero: A Film That Was Never Made,3.2
"Eye of Vichy, The (Oeil de Vichy, L')",2.6
Windows,2.5
It's My Party,3.5
Country Life,3.0
Operation Dumbo Drop,2.6
"Promise, The (Versprechen, Das)",3.3
Mrs. Winterbourne,3.1
Solo,2.3
Under the Domim Tree (Etz Hadomim Tafus),3.1
"Substitute, The",3.0
True Crime,3.2
Butterfly Kiss,3.1
Feeling Minnesota,2.8
Delta of Venus,2.8
To Cross the Rubicon,2.2
Angus,3.2
Daens,3.2
Faces,3.8
Boys,2.9
"Quest, The",2.8
Cosi,3.5
Sunset Park,3.1
Mulholland Falls,3.1
"Truth About Cats & Dogs, The",3.4
Oliver & Company,3.3
Celtic Pride,2.7
Flipper,2.7
Captives,3.5
Of Love and Shadows,3.4
Dead Man,3.9
"Horseman on the Roof, The (Hussard sur le toit, Le)",3.5
Switchblade Sisters,3.0
Mouth to Mouth (Boca a boca),3.2
"Visitors, The (Visiteurs, Les)",3.5
Multiplicity,2.9
Wallace & Gromit: The Best of Aardman Animation,4.0
Halfmoon (Paul Bowles - Halbmond),3.0
"Haunted World of Edward D. Wood Jr., The",3.6
Two Friends,3.3
"Craft, The",3.1
"Great White Hype, The",2.8
Last Dance,3.1
War Stories,3.2
Cold Comfort Farm,3.8
"Institute Benjamenta, or This Dream People Call Human Life",3.4
Low Life,3.1
Heaven's Prisoners,2.9
Original Gangstas,2.8
"Rock, The",3.7
Getting Away With Murder,2.7
Cemetery Man (Dellamorte Dellamore),3.5
Twister,3.2
Barb Wire,2.1
"Garçu, Le",3.1
Honey Moon (Honigmond),1.9
Ghost in the Shell (Kôkaku kidôtai),4.0
Thinner,2.8
Spy Hard,2.7
Brothers in Trouble,2.9
Wallace & Gromit: A Close Shave,4.1
Force of Evil,3.7
"Stupids, The",2.4
"Arrival, The",3.2
"Man from Down Under, The",2.7
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,4.2
Careful,3.4
Vermont Is For Lovers,2.9
"Month by the Lake, A",3.3
Gold Diggers: The Secret of Bear Mountain,3.0
Kim,3.4
Carmen Miranda: Bananas Is My Business,3.2
Ashes of Time (Dung che sai duk),3.5
"Jar, The (Khomreh)",3.1
Maya Lin: A Strong Clear Vision,3.9
Stalingrad,3.7
"Phantom, The",2.8
Striptease,2.4
"Last of the High Kings, The (a.k.a. Summer Fling)",3.1
Heavy,3.4
Jack,3.0
I Shot Andy Warhol,3.5
"Grass Harp, The",3.5
Someone Else's America,3.0
Marlene Dietrich: Shadow and Light,3.6
Costa Brava,2.7
"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La)",3.4
Quartier Mozart,2.8
Touki Bouki,3.5
Wend Kuuni (a.k.a. God's Gift),2.7
Spirits of the Dead,3.0
Babyfever,2.9
Pharaoh's Army,2.9
Trainspotting,4.0
'Til There Was You,2.9
Independence Day (a.k.a. ID4),3.4
Stealing Beauty,3.4
"Fan, The",2.9
"Hunchback of Notre Dame, The",3.3
"Cable Guy, The",2.7
Kingpin,3.3
Eraser,3.2
"Gate of Heavenly Peace, The",3.7
"Nutty Professor, The",2.8
"I, the Worst of All (Yo, la peor de todas)",3.1
"Unforgettable Summer, An (Un été inoubliable)",3.5
"Last Klezmer: Leopold Kozlowski, His Life and Music, The",3.6
"Hungarian Fairy Tale, A (Hol volt, hol nem volt)",3.0
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),3.3
Midnight Dancers (Sibak),3.4
Somebody to Love,3.2
"Very Natural Thing, A",3.0
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",3.4
Daylight,2.8
"Frighteners, The",3.4
Lone Star,4.1
Harriet the Spy,3.0
Phenomenon,3.5
Walking and Talking,3.6
She's the One,3.1
"Time to Kill, A",3.7
American Buffalo,3.2
"Rendezvous in Paris (Rendez-vous de Paris, Les)",3.3
Alaska,3.2
Fled,2.8
Kazaam,1.8
Magic Hunter (Büvös vadász),2.5
Larger Than Life,2.8
"Boy Called Hate, A",3.1
Power 98,2.1
Two Deaths,3.3
"Very Brady Sequel, A",2.6
Stefano Quantestorie,3.4
"Death in the Garden (Mort en ce jardin, La)",2.9
"Crude Oasis, The",3.0
Hedd Wyn,3.2
"Collector, The (La collectionneuse)",3.4
Kaspar Hauser,3.8
Regular Guys (Echte Kerle),2.8
Women Robbers (Diebinnen),2.2
"Convent, The (O Convento)",3.1
"Adventures of Pinocchio, The",3.1
Joe's Apartment,2.7
"First Wives Club, The",3.1
Stonewall,3.5
Ransom,3.4
High School High,2.7
Phat Beach,2.6
Foxfire,3.2
Chain Reaction,2.9
Matilda,3.5
Emma,3.7
"Crow: City of Angels, The",2.8
House Arrest,2.7
"Eyes Without a Face (Yeux sans visage, Les)",3.7
Tales from the Crypt Presents: Bordello of Blood,2.8
Lotto Land,3.3
"Story of Xinghua, The (Xinghua san yue tian)",3.8
"Day the Sun Turned Cold, The (Tianguo niezi)",3.4
Flirt,3.5
"Big Squeeze, The",2.9
"Spitfire Grill, The",3.7
Escape from L.A.,2.8
Cyclo (Xich lo),3.5
Basquiat,3.5
Tin Cup,3.2
Dingo,3.3
"Ballad of Narayama, The (Narayama Bushiko)",3.7
Every Other Weekend (Un week-end sur deux),2.8
Mille bolle blu,3.4
Crows and Sparrows (Wuya yu maque),3.3
"Godfather, The",4.3
"Hippie Revolution, The",2.5
"Maybe, Maybe Not (Bewegte Mann, Der)",3.5
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),3.5
Manny & Lo,3.6
"Wife, The",3.3
Small Faces,3.3
Bound,3.7
Carpool,2.4
Death in Brunswick,3.1
Kansas City,3.1
Gone Fishin',2.3
Lover's Knot,3.2
Vive L'Amour (Ai qing wan sui),3.7
Shadow of Angels (Schatten der Engel),3.0
Killer: A Journal of Murder,3.1
Nothing to Lose,3.4
Supercop 2 (Project S) (Chao ji ji hua),2.7
Girls Town,3.2
Bye-Bye,2.8
"Relic, The",2.8
"Island of Dr. Moreau, The",2.5
First Kid,2.8
"Trigger Effect, The",3.0
Sweet Nothing,3.3
Bogus,2.7
Bulletproof,3.1
Talk of Angels,3.0
1-900 (06),3.4
Baton Rouge (Bâton rouge),3.1
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),2.6
Twelfth Night,3.7
Mother Night,3.6
Liebelei,2.8
Venice/Venice,3.0
Wild Reeds (Les roseaux sauvages),3.7
For Whom the Bell Tolls,3.6
"Philadelphia Story, The",4.1
Singin' in the Rain,4.0
"American in Paris, An",3.8
Funny Face,3.6
Breakfast at Tiffany's,3.8
Vertigo,4.1
Rear Window,4.2
It Happened One Night,4.1
Gaslight,4.0
"Gay Divorcee, The",3.9
North by Northwest,4.2
"Apartment, The",4.0
Some Like It Hot,4.0
Charade,4.0
Casablanca,4.2
"Maltese Falcon, The",4.1
My Fair Lady,3.9
Sabrina,3.9
Roman Holiday,4.1
"Little Princess, The",3.6
Meet Me in St. Louis,3.7
"Wizard of Oz, The",3.9
Gone with the Wind,3.8
My Favorite Year,3.8
Sunset Blvd. (a.k.a. Sunset Boulevard),4.2
Citizen Kane,4.1
2001: A Space Odyssey,4.0
Golden Earrings,3.5
All About Eve,4.2
"Women, The",3.9
Rebecca,4.1
Foreign Correspondent,3.8
Notorious,4.1
Spellbound,3.9
"Affair to Remember, An",3.8
To Catch a Thief,4.0
Father of the Bride,3.5
"Band Wagon, The",3.7
Ninotchka,4.0
Love in the Afternoon,3.6
Gigi,3.6
"Reluctant Debutante, The",3.3
"Adventures of Robin Hood, The",3.8
"Mark of Zorro, The",3.6
Laura,4.1
"Ghost and Mrs. Muir, The",3.8
Lost Horizon,3.8
Top Hat,4.0
To Be or Not to Be,3.9
My Man Godfrey,4.0
Giant,3.7
East of Eden,3.9
"Thin Man, The",4.1
His Girl Friday,4.1
Around the World in 80 Days,3.5
It's a Wonderful Life,4.0
Mr. Smith Goes to Washington,4.0
Bringing Up Baby,4.0
Penny Serenade,3.5
"Scarlet Letter, The",3.2
Lady of Burlesque,3.1
Of Human Bondage,3.7
Angel on My Shoulder,3.5
Little Lord Fauntleroy,3.4
They Made Me a Criminal,3.4
"Inspector General, The",3.5
Angel and the Badman,3.4
"39 Steps, The",4.0
A Walk in the Sun,3.4
"Outlaw, The",2.8
Night of the Living Dead,3.6
"African Queen, The",4.0
Beat the Devil,3.5
Cat on a Hot Tin Roof,3.9
"Last Time I Saw Paris, The",3.1
Meet John Doe,3.8
Algiers,3.4
Something to Sing About,3.1
"Farewell to Arms, A",3.5
Moonlight Murder,2.2
Nothing Personal,3.1
"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie)",3.1
Dangerous Ground,2.6
Picnic,3.6
Madagascar Skin,2.7
"Pompatus of Love, The",2.7
Small Wonders,3.4
Fly Away Home,3.5
Bliss,3.2
Grace of My Heart,3.3
Brother of Sleep (Schlafes Bruder),3.5
Maximum Risk,2.7
Michael Collins,3.6
"Rich Man's Wife, The",2.8
Infinity,3.5
Big Night,4.0
Last Man Standing,3.0
Caught,3.5
Set It Off,3.2
2 Days in the Valley,3.3
Curdled,3.1
"Associate, The (Associé, L')",2.8
Ed's Next Move,3.5
Extreme Measures,3.1
